,Island_Name,Acreage,Country,latitude,longitude,Large Acreage,Ocean Island,Income Potential,Mainland Power,Islands with Beaches,Turn Key,Airstrip or Fly-in,Income Producing,Lake Island,Seasonal,Historic,River Island,Mainland Lot,nearest_city,city_distance,price
341,Morgan's Island,59,United States of America,32.542884769518,-80.72134071118201,yes,no,no,no,no,no,no,no,no,no,no,yes,no,Burton,7.4,NA
342,Green Paradise Island,32,Philippines,10.2418,119.327,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,Roxas,5.64, 1500000.00
343,Squaw Island,69,United States of America,45.837138660973,-85.588043247266,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,Schoolcraft County,31.67,NA
344,North Breeze Island,12,United States of America,32.53102665029,-80.724902636462,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Burton,6.58,NA
345,Nsonga Island,149,Uganda,-0.021633096094549,32.348887884008,yes,no,yes,no,yes,no,no,no,yes,no,no,no,no,Entebbe,10.51, 1500000.00
346,Pretty Joe Rock,0,United States of America,24.718506098141,-81.08540255588899,no,no,yes,no,no,no,no,no,no,no,no,no,no,Marathon,0.45,NA
347,Deer Island,90,United States of America,29.235797,-83.079014,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,Levy County,17.8, 1499999.00
348,Maude Island,1,United States of America,57.034086979986,-135.32443173408998,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,Sitka,1.34,NA
349,Casco Bay Island,41,United States of America,44.95568529999999,-66.9318625,yes,yes,yes,no,no,yes,no,no,no,yes,no,no,no,Eastport,4.45,NA
350,xCasco Bay Islandx,41,Canada,44.955627,-66.931286,no,yes,yes,no,yes,yes,no,no,no,yes,no,no,yes,Eastport,4.46,NA
351,Eagle Island,6,United States of America,47.893065494961995,-92.421407850601,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,Saint Louis County,21.03, 1495000.00
352,Dunsmuir Island,5,Canada,48.992209278232004,-123.79240036011002,no,yes,yes,no,no,no,no,no,no,no,no,no,no,Ladysmith,1.12, 1490000.00
353,Zopango Island,2,Nicaragua,11.884424943680001,-85.901628746033,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,Granada,4.84, 1490000.00
354,Richardson Island,10,Canada,46.14529870000001,-79.57408670000002,no,no,yes,no,no,yes,no,no,yes,yes,no,no,no,North Bay,12.92, 1475595.91
355,Archipelago Resorts,1,Philippines,12.062152,119.877113,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,Panlaitan,4.38, 1450000.00
356,Oulton's Island,211,Canada,46.7884613,-64.045517,yes,yes,no,no,no,no,no,no,no,no,no,no,no,Alberton,2.18, 1450000.00
357,Navy's Acre Island,2,Canada,45.22601468298601,-80.189060662537,no,no,yes,yes,no,yes,no,no,yes,yes,no,no,no,Parry Sound,11.23, 1437760.12
358,Douglas Island,4,United States of America,44.50982,-73.86065500000002,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,Dannemora,16.1,NA
359,Kokomo Property,3,United Kingdom,18.46314011575,-64.536451659277,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,Saint Paul’s,133.55, 1400000.00
360,"Blue Island, Nova Scotia",188,Canada,43.68193257376601,-65.176161365112,yes,yes,yes,no,yes,no,no,no,no,no,no,no,yes,Shelburne,9.26,NA
361,Invernairn on Mowat Island,25,Canada,45.365461529733,-80.139771448071,no,no,yes,yes,no,yes,no,no,yes,yes,yes,no,no,Parry Sound,5.23, 1399924.33
362,Watch Island,1,United States of America,44.250363142674,-76.153804305557,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,Clayton,3.45, 1399000.00
363,Belle Island,2,United States of America,44.3408833,-75.927453,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,Alexandria Bay,0.59,NA
364,"Sheep Island, British Columbia",8,Canada,48.67587284845701,-123.32820262123998,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,North Saanich,4.21,NA
365,Half Crown Island,4,Canada,46.084811,-75.84819300000002,no,no,yes,no,no,yes,no,no,yes,no,yes,no,no,Saint-Raphaël,13.96, 1362088.54
366,Cayo Theana,7,Belize,16.515966717549,-88.379454772583,no,yes,no,no,no,no,no,no,no,no,no,no,no,Placencia,0.87, 1350000.00
367,Ilha do Magalhaes,1,Brazil,-27.406452605391003,-48.558183597553,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,Governador Celso Ramos,2.7, 1350000.00
368,Third Cay,4,Bahamas,25.502743932266,-76.633879438623,no,yes,no,no,yes,no,no,no,no,no,no,no,no,Dunmore Town,0.16, 1350000.00
369,xAngel Islandx,11,United States of America,46.299860319006996,-86.7694623023,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,Munising,9.59, 1350000.00
370,Ile Parisienne,114,Canada,46.653494,-84.712948,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,Sault Ste. Marie,20.36, 1300000.00
371,Savage Isle,8,United States of America,32.1821495,-80.8653872,no,no,no,no,no,no,no,no,no,no,no,yes,no,Bluffton,3.81,NA
372,Ilha de Itaoquinha,2,Brazil,-22.773888352059004,-43.073350764865,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,São Gonçalo,3.87, 1300000.00
373,Zuna Island,1,Australia,-10.7196645,142.2921816,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,Thursday Island,10.68, 1300000.00
374,Rosewood Caye,25,Belize,18.048256,-87.947745,yes,yes,no,no,no,no,no,no,no,no,no,no,no,San Pedro,9.22,NA
375,xEagle Islandx,7,United States of America,45.833068,-88.033817,no,no,no,no,no,no,no,no,yes,no,no,no,no,Iron Mountain,1.78,NA
376,Rose Island,21,United States of America,46.142301399870995,-89.08527101930002,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,Eagle River,17.32,NA
377,Huckleberry Island Property,3,Canada,44.301361668793,-76.151198345894,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,Gananoque,2.33, 1290000.00
378,South Octopus Island,50,Canada,50.273704262594,-125.22330309463,yes,yes,no,no,no,no,no,no,no,no,no,no,no,Campbell River,17.81,NA
379,Isle of Rest,1,Canada,45.2277324,-80.1915862,no,no,yes,yes,no,yes,no,no,yes,yes,no,no,no,Parry Sound,11.23, 1282633.37
380,Arthur Island,4,Canada,44.9309025,-79.8864,no,no,yes,yes,no,yes,no,no,yes,yes,no,no,no,Midland,12.49, 1267499.05
381,Royal Sunset Island Resort,9,Tonga,-21.056082,-175.2575066,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,Nuku‘alofa,6.78, 1265000.00
382,Camanga Island,75,Philippines,12.298514891194,120.26161098280001,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,Coron,21.08, 1257267.47
383,Dolphin Jump Key,1,United States of America,24.740585819882003,-81.034797722212,no,yes,no,no,no,no,no,no,no,no,no,no,yes,Marathon,3.95,NA
384,Long Point Island,56,United States of America,36.399231177841,-75.95590125501799,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,Currituck County,2.45, 1250000.00
385,Ile de Paon,6,United States of America,32.424975472531,-80.59638792596401,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Beaufort,4.31,NA
386,Saints Bay Island,6,Brazil,-12.831019634433,-38.83541978623,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,Salinas da Margarida,6.41, 1240310.08
387,Palette Island,5,Canada,48.5367893,-88.9013806,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,Thunder Bay,19.23, 1210745.37
388,McLaren Island,2,Canada,45.276379806297996,-80.094785678821,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,Parry Sound,5.69, 1210745.37
389,Ireson Island Lodge,43,Canada,46.091203,-81.78825,yes,no,no,no,no,yes,no,no,yes,no,yes,no,no,Little Current,10.13, 1210745.37
390,Julia Island,7,Canada,48.8751645,-123.3965906,no,yes,yes,no,no,no,no,no,no,no,no,no,no,Ganges,4.95,NA
391,Trophy Island,19,United States of America,59.469152568793,-154.58169651855,no,no,yes,no,no,yes,no,no,yes,yes,no,no,no,Anchor Point,98.41, 1200000.00
392,Kangaroo Island,410,Australia,-25.430446547811,152.88147001222,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,River Heads,2.23,NA
393,Hatobanari Island,2,Japan,24.4188889,123.8211111,no,yes,no,no,yes,no,no,no,no,no,no,no,no,Ishigaki,21.76, 1200000.00
394,Fish Bladder Island,12,United States of America,44.6719893,-73.2531858,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,Milton,7.36,NA
395,Casa Brisa by the Sea,3,Belize,17.955282999999994,-87.982754,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,San Pedro,2.93,NA
396,Punta Entrada,15,Panama,8.0751695249186,-81.736538936279,no,yes,no,no,yes,no,no,no,no,no,no,no,no,Distrito de Tolé,9.51, 1200000.00
397,Isla Tortuga,309,Chile,-40.702163464535,-73.802088015625,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,Osorno,36.16, 1200000.00
398,Manchee Island,5,Canada,45.1706694,-80.100059,no,no,yes,no,no,yes,yes,no,yes,yes,no,no,no,Parry Sound,12.61, 1195611.05
399,Katinka Island,5,United States of America,46.208000300771,-89.78754569469,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,Vilas County,16.9, 1195000.00
400,Trstenik Island,4,Croatia,42.914005109239,16.675436569824,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,Vela Luka,4.16, 1171352.07
401,Island C-935,5,Canada,45.347625206832,-80.2892995,no,no,yes,yes,no,yes,no,no,yes,yes,no,no,no,Parry Sound,12.34,NA
402,Crown Island,18,Canada,45.06895220000001,-79.5231132,no,no,yes,yes,no,yes,no,no,yes,yes,no,no,no,Bracebridge,10.39,NA
403,Yacht Club Island,2,Canada,49.742582393833,-94.51807510185199,no,no,yes,no,no,yes,no,no,yes,yes,no,no,no,Kenora,2.13, 1131290.20
404,The Pines Island,28,Canada,45.232963,-80.1845614,no,no,no,no,no,no,no,no,yes,yes,no,no,no,Parry Sound,10.73, 1131290.20
405,Whipperwill North Island,4,Canada,45.337179425998,-80.293198745972,no,no,yes,no,no,yes,no,no,yes,yes,no,no,no,Parry Sound,12.55, 1131290.20
406,Twin Pines on Mowat Island,12,Canada,45.365401226592,-80.14895533173801,no,no,yes,no,no,yes,no,no,yes,yes,yes,no,yes,Parry Sound,5.66, 1119939.46
407,Island of Sirens,1,Italy,37.858355221154,15.300878364418,no,yes,no,no,no,no,no,no,no,no,no,no,no,Taormina,0.75,NA
408,Sumba Island Properties,5,Indonesia,-9.7699747467317,119.36698717401,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,Kabupaten Sumba Barat,15.14,NA
409,Surf Beach Property,4,Indonesia,-9.6993439,119.9740534,no,yes,no,no,yes,no,no,no,no,no,no,no,no,Waingapu,19.97,NA
410,Goring Bogue Caye,6,Belize,17.422141261106994,-88.069838432983,no,yes,no,no,yes,no,no,no,no,no,no,no,no,Belize City,9.97, 1100000.00
411,White Cloud Island,36,Canada,44.8369732,-80.9741642,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,Owen Sound,18.7, 1100000.00
412,Jewfish Key Beachfront Lot,1,United States of America,27.443838324341,-82.680768176599,no,yes,no,no,yes,no,no,no,no,no,no,no,no,Cortez,1.78, 1100000.00
413,Ilha de Pioca,215,Brazil,-12.636634159818001,-38.704906015869,yes,yes,no,no,no,no,no,no,no,no,no,no,no,São Francisco do Conde,4.86, 1100000.00
414,Everglades Escape,80,United States of America,25.913041694776002,-80.818531846558,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,Monroe County,25.33, 1100000.00
415,Jelina Island,7,Canada,49.513933095533,-124.30686217854,no,yes,no,no,no,no,no,no,no,no,no,no,no,French Creek,12.13, 1097237.99
416,Prince Cay,9,Bahamas,26.951557116055003,-77.60854041543,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,Cooper’s Town,8.16,NA
417,Davis Island,10,Canada,45.28811694332301,-80.278564462891,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,Parry Sound,12.51, 1059402.19
418,The Tryon Islands,6,Canada,45.0737604,-80.0796331,no,no,yes,no,no,yes,no,no,yes,yes,no,no,no,Parry Sound,19.02,NA
419,Lily Island,8,Canada,49.15634402842,-123.69874060831002,no,yes,no,no,no,no,no,no,no,no,no,no,no,Cedar,7.49, 1055618.62
420,Isla Milagrosa,12,Philippines,8.6487888254014,123.49008915063,no,yes,yes,no,no,no,no,no,no,no,no,no,no,Sibutao,3.96, 1033484.91
421,Kanadeio Island,1,Canada,45.541124442523,-80.478814337997,no,no,yes,no,no,yes,no,no,yes,yes,no,no,no,Parry Sound,25.33,NA
422,Phuket Island Villas,0,Thailand,7.999147902633599,98.34481158242201,no,no,yes,no,no,no,no,no,no,no,no,no,no,Amphoe Thalang,2.52,NA
423,Lower Harbour Cay,5,Bahamas,25.083136677834002,-77.201706503552,no,yes,yes,no,no,no,no,no,no,no,no,no,no,Nassau,9.01,NA
424,3-acre Parcel on Long Island,3,Bahamas,23.467654,-75.223302958167,no,yes,no,no,yes,no,yes,no,no,no,yes,no,no,Clarence Town,29.62, 1000000.00
425,Chatuge Island,4,United States of America,34.967576084666,-83.750873426056,no,no,no,yes,no,no,no,no,yes,no,no,no,no,Towns County,3.6, 1000000.00
426,Tavewa Island Property,5,Fiji,-16.926284699999997,177.35997949999995,no,yes,no,no,yes,no,no,no,no,no,no,no,no,Ba,46.85,NA
427,Yellow Rock Island,330,Australia,-30.481336758249,153.02589741948,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,Urunga,1.29, 1000000.00
428,Johnston Island,12,United States of America,44.024194774282996,-69.390963693579,no,yes,yes,no,yes,yes,no,no,no,no,yes,no,yes,Friendship,3.98,NA
429,Hõra Island,60,Estonia,58.900430263608,23.064079284668,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,Kärdla,13.08, 999000.00
430,Heather Island,157,United States of America,27.0500703,-81.9874,no,no,no,no,no,no,no,no,no,no,no,no,no,Harbour Heights,4.19, 999000.00
431,Clark Island,176,United States of America,29.239357309115,-83.055634328003,yes,no,no,no,no,no,no,no,no,no,no,yes,no,Levy County,16.37, 997500.00
432,Major Island,412,Canada,46.446519096317,-75.53718957128899,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,Mont-Laurier,7.38, 996235.00
433,Blue Hole Cay,12,Bahamas,24.205637077584,-77.609825134277,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,Andros Town,35.93, 995000.00
434,Treetop Island,4,United States of America,42.378175537238995,-88.189944082803,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,Fox Lake,1.32, 995000.00
435,Fort Montgomery Island,94,United States of America,45.006261,-73.34961899999998,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,Rouses Point,1.13, 995000.00
436,Quiet Cove Key,0,United States of America,24.738329914275997,-81.01329596693401,no,no,yes,no,no,no,no,no,no,no,no,no,no,Marathon,5.13,NA
437,Coco Plum Cay,5,Honduras,16.422238403904,-86.190936080518,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,José Santos Guardiola,7.65, 990000.00
438,Golfo Dulce Island Property,32,Costa Rica,8.5954379818793,-83.17390429339599,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,Golfito,3.7, 980000.00
439,Fane Island,2,Canada,48.80727150000001,-123.269226,no,yes,yes,no,no,no,no,no,no,no,no,no,no,Salt Spring Island,10.1,NA
440,Luella Island,1,Canada,45.094632891836994,-79.513283081476,no,no,yes,yes,no,yes,no,no,yes,yes,no,no,no,Bracebridge,10.5, 979947.03
441,Humphrey Island,17,United States of America,45.271943088414,-94.02734762485399,yes,no,no,no,no,no,no,no,yes,no,no,no,no,Maple Lake,3.21, 975000.00
442,Little Ironsides Island,1,United States of America,44.396643,-75.84586,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,Alexandria Bay,5.5,NA
443,Carlotta Island,14,Canada,45.138622414478,-80.067633758197,no,no,yes,no,no,yes,no,no,yes,yes,no,no,no,Parry Sound,14.51,NA
444,Basin Island,26,United States of America,44.871577447949,-87.517389272491,no,no,no,no,no,no,no,no,no,no,no,no,no,Sturgeon Bay,7.34, 950000.00
445,5003 THOMPSON LANE SE,4,United States of America,47.0021259,-122.72006,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,Tanglewilde-Thompson Place,4.43, 950000.00
446,Yauchler Island,5,United States of America,42.828613,-74.124566,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,Schenectady County,3.42, 949900.00
447,Marakorako Island,8,France,-14.4028975,-145.958135,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,Avarua,1022.54, 949684.00
448,Hanhisaari Island,21,Finland,62.3034965,28.3219673,yes,no,no,no,no,no,no,no,yes,no,no,no,no,Kangaslampi,2.28, 948237.39
449,Jumbo Island,12,Canada,45.1584299,-80.1357846,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,Parry Sound,13.94, 945894.82
450,Shore Island,30,Ireland,52.6927778,-9.055833300000002,yes,yes,no,no,no,no,no,no,no,no,no,no,no,Askeaton,7.26, 920348.06
451,MacLean Island,16,Canada,45.329802095252,-80.221056832788,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,Parry Sound,9.1, 908059.02
452,Guilihan Island,3,Philippines,9.719752,126.074347,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,Dapa,3.1, 900000.00
453,"Blackbook Listing
(2132)",0,Nicaragua,11.915325297967,-85.905318260193,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,Granada,3.57,NA
454,Tsuga Island,17,United States of America,44.887880828666,-69.26748524501299,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,Corinna,2.32, 899000.00
455,Bells Island,62,United States of America,34.732495604957,-76.50145020104999,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,Harkers Island,4.18, 895000.00
456,Île Québec,64,Canada,46.382059088512,-75.11697979895,no,no,no,no,no,no,no,no,yes,no,no,no,no,Rivière-Rouge,12.2, 895000.00
457,Dutra's Island,4,United States of America,38.030367290976,-121.5806391749,no,no,no,no,no,no,no,no,no,no,no,no,no,Bethel Island,3.43, 895000.00
458,West Calf Island,62,Ireland,51.474428718687,-9.5181083679199,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no,Skibbereen,12.01,NA
459,"Deep Water Cay, Grand Bahama",91,Bahamas,26.630939548199,-77.921202798981,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,High Rock,22.13, 885000.00
460,Indigo Point,4,United Kingdom,18.457603957689,-64.537910780982,no,yes,no,no,yes,no,no,no,no,no,no,no,no,Saint Paul’s,133.42, 875000.00
461,Bareneck Island,15,United States of America,43.884565966581,-69.738103797607,no,no,yes,no,no,yes,no,no,yes,no,no,yes,no,Woolwich,3.93, 875000.00
462,Brown Island,48,United States of America,45.2861258,-83.4799804,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,Alpena County,15.41, 874900.00
463,Amazon Resort Island,27,Brazil,-3.5941667,-60.026944444399994,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,Iranduba,24.03, 850000.00
464,Big Trout Island,30,United States of America,46.055722,-83.853021,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,Thessalon,19.19,NA
465,Molono Island,4,Vanuatu,-15.379312774165001,167.19659552936,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,Luganville,9.98, 825000.00
466,Soldier Caye,5,Belize,17.324795503682,-87.788872642853,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,Belize City,29.52, 800000.00
467,Arrow Head Caye,4,Belize,17.476612563636,-88.07131901235901,no,yes,no,no,no,no,no,no,no,no,no,no,no,Belize City,8.47, 800000.00
468,Green Bay Island,15,Philippines,10.257558705102,119.36837046627,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,Roxas,4.69, 800000.00
469,Mouse Island,0,United States of America,41.315669590206,-71.991948846835,no,no,yes,no,no,yes,no,no,no,no,no,no,no,Noank,0.85,NA
470,11907 Ocklawaha Drive,12,United States of America,28.852008357708996,-81.758651344566,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,Silver Lake,2.5,NA
471,Bonefish Cay,6,Bahamas,24.314932631698,-77.824013893542,no,yes,no,no,yes,no,no,no,no,no,no,no,no,Andros Town,27.17, 795000.00
472,Nanuku Levu Island,11,Fiji,-16.718845077294,-179.45377655029,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,Cakaudrove Province,74.84,NA
473,Ermyn Island,11,Canada,45.202555467843,-80.139403875147,no,no,yes,yes,no,yes,no,no,yes,yes,no,no,no,Parry Sound,11.21,NA
474,Second Sister Island,3,Canada,48.8376344,-123.4540569,no,yes,yes,no,no,no,no,no,no,no,no,no,no,Salt Spring Island,2.12,NA
475,Santa Lucia,100,Nicaragua,10.943003057792001,-83.710919960669,no,yes,no,no,no,no,no,no,no,no,no,no,no,Pococí,31.06,NA
476,Horse Island (Massachusetts),3,United States of America,42.2384343,-70.774486,no,no,no,no,no,no,no,no,no,no,no,yes,no,North Scituate,1.46, 750000.00
477,Lime Cay,10,Nicaragua,12.438022,-83.43251500000002,no,yes,no,no,yes,no,no,no,no,no,no,no,no,Laguna de Perlas,17.4,NA
478,Namaste Island,8,United States of America,44.691832237258,-85.710048185181,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,Traverse City,6.59, 749000.00
479,Namakan Lake Island,2,Canada,48.445390595393,-92.687553947885,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,Rainy River District,9.37, 749000.00
480,Hunter's Island,7,Canada,45.934466604797,-66.161521020996,no,no,yes,no,no,yes,no,no,yes,yes,no,no,no,Oromocto,16.75, 745365.12
481,Tibbett Island,3,Canada,45.2399277,-80.1984423,no,no,yes,yes,no,yes,no,no,yes,yes,no,no,no,Parry Sound,10.86, 737797.96
482,Crichton Island,100,Canada,45.5080283,-61.0956953,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,Port Hawkesbury,14.36, 737797.96
483,Turquoise Caye,5,Belize,18.107407078176,-87.966627408618,no,yes,no,no,no,no,no,no,no,no,no,no,no,San Pedro,13.23, 725000.00
484,Oullette Island,20,Canada,46.556399,-75.364071,no,no,yes,no,no,yes,no,no,yes,yes,no,no,no,Mont-Laurier,6.44, 718880.06
485,Wah Wah Taysee Property,9,Canada,45.07520782771,-80.065739160449,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,Parry Sound,18.86, 718804.39
486,Cow and Calf Islands,60,Canada,45.797456210882,-61.048890626715,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,Princeville,12.21, 711312.90
487,Starlings Island,75,United States of America,37.916135851615,-75.732707724854,yes,no,no,no,no,no,no,no,yes,no,no,no,no,Crisfield,8.07,NA
488,Cayo Frenchman,7,Nicaragua,11.737861687567001,-83.61207796922301,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,Bluefields,21.63, 700000.00
489,Exile Island,15,Fiji,-16.271126265195,179.43393947924,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,Labasa,12.11,NA
490,Golding Cay,3,Bahamas,25.529912486363,-76.85076353904,no,yes,no,no,yes,no,no,no,no,no,no,no,no,Spanish Wells,5.54, 700000.00
491,Big Trout Island 2,46,United States of America,46.055793737177,-83.852953161902,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,Thessalon,19.18, 699000.00
492,Isla Leo,2,Panama,9.5767085167031,-79.34258107602,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,Distrito de Santa Isabel,6.69, 699000.00
493,North East Pavis Island,11,Canada,45.56096820000001,-80.4662676,no,no,no,no,no,no,no,no,yes,no,no,no,no,Parry Sound,25.58,NA
494,Beulah Island,3,Canada,45.2221753,-80.1811575,no,no,yes,yes,no,yes,no,no,yes,yes,no,no,no,Parry Sound,11.18, 673477.11
495,Motu Opuou,1,France,-16.561297861051,-151.4558982933,no,yes,no,no,yes,no,no,no,no,no,no,no,no,Avarua,631.34,NA
496,Fantasy Guyisland,3,United States of America,45.711388,-94.222991,no,no,no,no,yes,no,no,no,no,no,no,yes,no,Rice,2.8, 669000.00
497,31 Mile Lake,25,Canada,46.164404519903,-75.806410644922,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,Saint-Raphaël,11.64, 665000.00
498,Lighthouse Island,5,Canada,45.894251275682,-80.74134428173801,no,no,yes,yes,no,yes,no,no,yes,yes,no,no,no,Lively,42.07,NA
499,Bachelor Island,4,United States of America,34.712632943113,-76.522873342037,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,Harkers Island,2.4, 650000.00
500,Cherry Island,8,United States of America,38.563030376469,-76.211800904907,no,no,no,no,no,no,no,no,yes,no,no,no,no,Algonquin,5.89,NA
501,Diamond Cay,1,Honduras,16.113511905399,-86.941889989258,no,yes,no,no,yes,no,no,no,no,no,no,no,no,Utila,1.18,NA
502,O'Dowd Island,13,United States of America,44.74313409345,-93.518613454492,no,no,yes,no,no,yes,no,yes,yes,no,no,no,yes,Shakopee,3.81,NA
503,Sandpoint Lake Island,2,United States of America,48.40720968791,-92.451170015283,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,Rainy River District,6.78, 640000.00
504,Ahe Atoll Motu,17,France,-14.43103497743,-146.27718546453002,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,Avarua,1003.01,NA
505,Papoose Island,0,United States of America,44.247437079505,-76.149344934393,no,no,yes,no,no,no,no,no,no,no,no,no,no,Clayton,3.19,NA
506,Lizard Island,76,Canada,47.412112995635994,-84.81977529626502,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,Algoma,37.43, 605372.68
507,Island C-915,18,Canada,46.056973897166,-81.565002617322,no,no,yes,no,no,yes,no,no,yes,yes,no,no,no,Espanola,16.93,NA
508,Cusabo Island,47,United States of America,32.653843,-79.976937,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,Folly Beach,2.13,NA
509,West Snake Caye,9,Belize,16.191335850014,-88.57158938921499,no,yes,no,no,yes,no,no,no,no,no,no,no,no,Punta Gorda,17.06, 600000.00
510,Pine Island,2,United States of America,47.621050953776,-93.349835593146,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,Itasca County,15.25, 600000.00
